date,Precio del cobre refinado BML (dólar-libra)
2025-03-06,4.2313
2025-03-07,4.3486
2025-03-08,4.3486
2025-03-09,4.3486
2025-03-10,4.4216
2025-03-11,4.3584
2025-03-12,4.3137
2025-03-13,4.3723
2025-03-14,4.4233
2025-03-15,4.4233
2025-03-16,4.4233
2025-03-17,4.4231
2025-03-18,4.4143
2025-03-19,4.4449
2025-03-20,4.4692
2025-03-21,4.5141
2025-03-22,4.5141
2025-03-23,4.5141
2025-03-24,4.484
2025-03-25,4.4514
2025-03-26,4.4981
2025-03-27,4.5775
2025-03-28,4.483
2025-03-29,4.483
2025-03-30,4.483
2025-03-31,4.4453
2025-04-01,4.4224
2025-04-02,4.3811
2025-04-03,4.3775
2025-04-04,4.3789
2025-04-05,4.3789
2025-04-06,4.3789
2025-04-07,4.2272
2025-04-08,3.954
2025-04-09,3.9435
2025-04-10,3.9106
2025-04-11,3.8879
2025-04-12,3.8879
2025-04-13,3.8879
2025-04-14,4.084
2025-04-15,4.1694
2025-04-16,4.1536
2025-04-17,4.1365
2025-04-18,4.1365
2025-04-19,4.1365
2025-04-20,4.1365
2025-04-21,4.1601
2025-04-22,4.1554
2025-04-23,4.1554
2025-04-24,4.2423
2025-04-25,4.2472
2025-04-26,4.2472
2025-04-27,4.2472
2025-04-28,4.2633
2025-04-29,4.2531
2025-04-30,4.2668
2025-05-01,4.2668
2025-05-02,4.2775
2025-05-03,4.2775
2025-05-04,4.2775
2025-05-05,4.1912
2025-05-06,4.2573
2025-05-07,4.2573
2025-05-08,4.3363
2025-05-09,4.2825
2025-05-10,4.2825
2025-05-11,4.2825
2025-05-12,4.2989
2025-05-13,4.3068
2025-05-14,4.3293
2025-05-15,4.363
2025-05-16,4.3642
2025-05-17,4.3642
2025-05-18,4.3642
2025-05-19,4.3621
2025-05-20,4.2996
2025-05-21,4.2996
2025-05-22,4.3269
2025-05-23,4.3307
2025-05-24,4.3307
2025-05-25,4.3307
2025-05-26,4.3166
2025-05-27,4.3732
2025-05-28,4.3732
2025-05-29,4.3711
2025-05-30,4.3591
2025-05-31,4.3591
2025-06-01,4.3591
2025-06-02,4.3634
2025-06-03,4.331
2025-06-04,4.3854
2025-06-05,4.3937
2025-06-06,4.3863
2025-06-07,4.3863
2025-06-08,4.3863
2025-06-09,4.4601
2025-06-10,4.4284
2025-06-11,4.4855
2025-06-12,4.4637
2025-06-13,4.4015
2025-06-14,4.4015
2025-06-15,4.4015
2025-06-16,4.4396
2025-06-17,4.4082
2025-06-18,4.4446
2025-06-19,4.4415
2025-06-20,4.4415
2025-06-21,4.4415
2025-06-22,4.4415
2025-06-23,4.4278
2025-06-24,4.4945
2025-06-25,4.5121
2025-06-26,4.4543
2025-06-27,4.4512
2025-06-28,4.4512
2025-06-29,4.4512
2025-06-30,4.6355
2025-07-01,4.5898
2025-07-02,4.559
2025-07-03,4.5588
2025-07-04,4.5855
2025-07-05,4.5855
2025-07-06,4.5855
2025-07-07,4.5551
2025-07-08,4.5178
2025-07-09,4.4948
2025-07-10,4.4642
2025-07-11,4.3785
2025-07-12,4.3785
2025-07-13,4.3785
2025-07-14,4.3997
2025-07-15,4.3722
2025-07-16,4.3722
2025-07-17,4.335
2025-07-18,4.3412
2025-07-19,4.3412
2025-07-20,4.3412
2025-07-21,4.3581
2025-07-22,4.4111
2025-07-23,4.4421
2025-07-24,4.4685
2025-07-25,4.4807
2025-07-26,4.4807
2025-07-27,4.4807
2025-07-28,4.4575
2025-07-29,4.4071
2025-07-30,4.4174
2025-07-31,4.4209
2025-08-01,4.378
2025-08-02,4.378
2025-08-03,4.378
2025-08-04,4.3365
2025-08-05,4.346
2025-08-06,4.3701
2025-08-07,4.3415
2025-08-08,4.3606
2025-08-09,4.3606
2025-08-10,4.3606
2025-08-11,4.3631
2025-08-12,4.3965
2025-08-13,4.3764
2025-08-14,4.4241
2025-08-15,4.4241
2025-08-16,4.4241
2025-08-17,4.4241
2025-08-18,4.4107
2025-08-19,4.3907
2025-08-20,4.371
2025-08-21,4.3523
2025-08-22,4.368
2025-08-23,4.368
2025-08-24,4.368
2025-08-25,4.3743
2025-08-26,4.4081
2025-08-27,4.4081
2025-08-28,4.4236
2025-08-29,4.3843
2025-08-30,4.3843
2025-08-31,4.3843
2025-09-01,4.4159
2025-09-02,4.4551
2025-09-03,4.4442
2025-09-04,4.4956
2025-09-05,4.4945
2025-09-06,4.4945
2025-09-07,4.4945
2025-09-08,4.4592
2025-09-09,4.4586
2025-09-10,4.4606
2025-09-11,4.4616
2025-09-12,4.5162
2025-09-13,4.5162
2025-09-14,4.5162
2025-09-15,4.5314
2025-09-16,4.5333
2025-09-17,4.5925
2025-09-18,4.5925
2025-09-19,4.5925
2025-09-20,4.5925
2025-09-21,4.5925
2025-09-22,4.5665
2025-09-23,4.5015
2025-09-24,4.4906
2025-09-25,4.4912
2025-09-26,4.6744
2025-09-27,4.6744
2025-09-28,4.6744
2025-09-29,4.6394
2025-09-30,4.6006
2025-10-01,4.7105
2025-10-02,4.6383
2025-10-03,4.6894
2025-10-04,4.6894
2025-10-05,4.6894
2025-10-06,4.743
2025-10-07,4.8491
2025-10-08,4.8141
2025-10-09,4.8645
2025-10-10,4.826
2025-10-11,4.826
2025-10-12,4.826
2025-10-13,4.9182
2025-10-14,4.7568
2025-10-15,5.011
2025-10-16,4.823
2025-10-17,4.8394
2025-10-18,4.8394
2025-10-19,4.8394
2025-10-20,4.8244
2025-10-21,4.8025
2025-10-22,4.839
2025-10-23,4.8051
2025-10-24,4.8338
2025-10-25,4.8338
2025-10-26,4.8338
2025-10-27,4.9183
2025-10-28,4.9608
2025-10-29,4.9919
2025-10-30,4.9982
2025-10-31,4.9982
2025-11-01,4.9982
2025-11-02,4.9982
2025-11-03,5.0639
2025-11-04,4.932
2025-11-05,4.9121
2025-11-06,4.8231
2025-11-07,4.8349
2025-11-08,4.8349
2025-11-09,4.8349
2025-11-10,4.8315
2025-11-11,4.8527
2025-11-12,4.8903
2025-11-13,4.9014
2025-11-14,4.9578
2025-11-15,4.9578
2025-11-16,4.9578
2025-11-17,4.9669
2025-11-18,4.9242
2025-11-19,4.8743
2025-11-20,4.8463
2025-11-21,4.8623
2025-11-22,4.8623
2025-11-23,4.8623
2025-11-24,4.8624
2025-11-25,4.8891
2025-11-26,4.8979
2025-11-27,4.9113
2025-11-28,4.9822
2025-11-29,4.9822
2025-11-30,4.9822
2025-12-01,4.9696
2025-12-02,5.0956
2025-12-03,5.1352
2025-12-04,5.0867
2025-12-05,5.2508
2025-12-06,5.2508
2025-12-07,5.2508
2025-12-08,5.2508
2025-12-09,5.2166
2025-12-10,5.2815
2025-12-11,5.2105
2025-12-12,5.2473
2025-12-13,5.2473
2025-12-14,5.2473
2025-12-15,5.3963
2025-12-16,5.2326
2025-12-17,5.2849
2025-12-18,5.2538
2025-12-19,5.3194
2025-12-20,5.3194
2025-12-21,5.3194
2025-12-22,5.3362
2025-12-23,5.3916
2025-12-24,5.4121
2025-12-25,5.4121
2025-12-26,5.4766
2025-12-27,5.4766
2025-12-28,5.4766
2025-12-29,5.5258
2025-12-30,5.5258
2025-12-31,5.5258
2026-01-01,5.5258
2026-01-02,5.5581
2026-01-03,5.5581
2026-01-04,5.5581
2026-01-05,5.6488
2026-01-06,5.6736
2026-01-07,5.9119
2026-01-08,6.0061
2026-01-09,5.858
2026-01-10,5.858
2026-01-11,5.858
2026-01-12,5.7776
2026-01-13,5.9149
2026-01-14,6.021
2026-01-15,6.0121
2026-01-16,6.0024
2026-01-17,6.0024
2026-01-18,6.0024
2026-01-19,5.9619
2026-01-20,5.8353
2026-01-21,5.9118
2026-01-22,5.8311
2026-01-23,5.7974
2026-01-24,5.7974
2026-01-25,5.7974
2026-01-26,5.7483
2026-01-27,5.919
2026-01-28,5.9548
2026-01-29,5.8572
2026-01-30,5.8901
2026-01-31,5.8901
2026-02-01,5.8901
2026-02-02,6.1346
2026-02-03,5.9274
2026-02-04,5.8207
2026-02-05,6.0821
2026-02-06,5.8798
2026-02-07,5.8798
2026-02-08,5.8798
2026-02-09,5.8176
2026-02-10,5.8619
2026-02-11,5.9417
2026-02-12,5.9112
2026-02-13,5.9378
2026-02-14,5.9378
2026-02-15,5.9378
2026-02-16,5.7973
2026-02-17,5.7945
2026-02-18,5.7781
2026-02-19,5.6746
2026-02-20,5.8136
2026-02-21,5.8136
2026-02-22,5.8136
2026-02-23,5.7668
2026-02-24,5.8428
2026-02-25,5.7992
2026-02-26,5.9323
2026-02-27,6.0083
2026-02-28,6.0083
2026-03-01,6.0083
2026-03-02,6.0033
2026-03-03,6.0301
2026-03-04,5.9122
2026-03-05,5.8564
2026-03-06,5.9142
2026-03-07,5.9142
2026-03-08,5.9142
2026-03-09,5.8321
2026-03-10,5.8138
2026-03-11,5.8454
2026-03-12,5.9184
2026-03-13,5.8696
2026-03-14,5.8696
2026-03-15,5.8696
2026-03-16,5.8502
2026-03-17,5.7506
2026-03-18,5.7849
2026-03-19,5.7432
2026-03-20,5.5739
2026-03-21,5.5739
2026-03-22,5.5739
2026-03-23,5.4642
2026-03-24,5.3682
2026-03-25,5.4802
2026-03-26,5.4471
2026-03-27,5.5567
2026-03-28,5.5567
2026-03-29,5.5567
2026-03-30,5.478
2026-03-31,5.4995
2026-04-01,5.5071
2026-04-02,5.5596
2026-04-03,5.5596
2026-04-04,5.5596
2026-04-05,5.5596
2026-04-06,5.6015
2026-04-07,5.5738
2026-04-08,5.5738
2026-04-09,5.5467
2026-04-10,5.7207
2026-04-11,5.7207
2026-04-12,5.7207
2026-04-13,5.7089
2026-04-14,5.8148
2026-04-15,5.8951
2026-04-16,6.0115
2026-04-17,5.9823
2026-04-18,5.9823
2026-04-19,5.9823
2026-04-20,5.9903
2026-04-21,6.0246
2026-04-22,5.9873
2026-04-23,5.9711
2026-04-24,6.0665
2026-04-25,6.0665
2026-04-26,6.0665
2026-04-27,6.0332
2026-04-28,6.0087
2026-04-29,5.9599
2026-04-30,5.8746
2026-05-01,5.8746
2026-05-02,5.8746
2026-05-03,5.8746
2026-05-04,5.8625
2026-05-05,5.8588
2026-05-06,5.8588
2026-05-07,5.9236
2026-05-08,6.0419
2026-05-09,6.0419
2026-05-10,6.0419
2026-05-11,6.047
2026-05-12,6.1305
2026-05-13,6.3019
2026-05-14,6.3317
2026-05-15,6.4
